epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,2531.05,0.9452,0.74225,1.1906,0.84042,0.75507,0.82378,0.60996,0.91619,0.71879,1.02219,0.00087328,0.00087328,0.00087328
130,2550.75,0.94462,0.74239,1.19175,0.87643,0.72862,0.83201,0.60639,0.93303,0.7085,1.02697,0.00087229,0.00087229,0.00087229
131,2570.28,0.92146,0.73081,1.18341,0.88385,0.71326,0.82574,0.61618,0.92425,0.70583,1.04341,0.0008713,0.0008713,0.0008713
132,2589.86,0.9293,0.73229,1.18137,0.88776,0.72248,0.82308,0.61195,0.93364,0.68647,1.02676,0.00087031,0.00087031,0.00087031
133,2609.39,0.94327,0.76295,1.19695,0.87559,0.71173,0.82245,0.60189,0.94116,0.71503,1.02787,0.00086932,0.00086932,0.00086932
134,2628.83,0.9137,0.72421,1.18138,0.86822,0.75013,0.83576,0.62221,0.8956,0.67316,1.01116,0.00086833,0.00086833,0.00086833
135,2648.5,0.93224,0.74055,1.18932,0.85715,0.72815,0.81891,0.61116,0.8824,0.69694,1.01096,0.00086734,0.00086734,0.00086734
136,2668.21,0.92958,0.73173,1.18822,0.87729,0.72606,0.8225,0.60975,0.92764,0.68831,1.04149,0.00086635,0.00086635,0.00086635
137,2687.85,0.94185,0.73377,1.19888,0.91618,0.71121,0.82567,0.59841,0.97642,0.67789,1.03968,0.00086536,0.00086536,0.00086536
138,2707.36,0.9303,0.73835,1.18921,0.87117,0.72248,0.8246,0.60251,0.95647,0.71365,1.04318,0.00086437,0.00086437,0.00086437
139,2726.95,0.92527,0.75005,1.1904,0.88636,0.72684,0.82958,0.59921,0.97013,0.70072,1.0471,0.00086338,0.00086338,0.00086338
140,2746.5,0.94846,0.72119,1.19204,0.8948,0.723,0.83041,0.61266,0.91841,0.67947,1.0365,0.00086239,0.00086239,0.00086239
141,2766.04,0.92934,0.72102,1.18609,0.89096,0.71787,0.82144,0.60738,0.94294,0.68228,1.02578,0.0008614,0.0008614,0.0008614
142,2785.47,0.89961,0.71991,1.17081,0.87297,0.74962,0.83542,0.61257,0.94931,0.66554,1.02394,0.00086041,0.00086041,0.00086041
143,2804.97,0.92463,0.71332,1.18299,0.88551,0.73477,0.82941,0.61189,0.93867,0.68483,1.02491,0.00085942,0.00085942,0.00085942
144,2824.59,0.93482,0.71918,1.18728,0.87383,0.73374,0.8294,0.62248,0.90247,0.69113,1.01509,0.00085843,0.00085843,0.00085843
145,2844.03,0.92594,0.73975,1.18357,0.87072,0.73886,0.82884,0.61854,0.90473,0.69604,1.01852,0.00085744,0.00085744,0.00085744
146,2863.59,0.90754,0.70505,1.17046,0.90416,0.71787,0.82971,0.61151,0.94134,0.67902,1.02678,0.00085645,0.00085645,0.00085645
147,2883.19,0.9026,0.70905,1.17004,0.8829,0.73682,0.82943,0.61993,0.92982,0.67258,1.02335,0.00085546,0.00085546,0.00085546
148,2902.78,0.91731,0.70646,1.17326,0.86643,0.73737,0.82986,0.61385,0.91984,0.67858,1.01644,0.00085447,0.00085447,0.00085447
149,2922.32,0.91688,0.70142,1.17863,0.84963,0.75883,0.8243,0.6067,0.94491,0.67167,1.03138,0.00085348,0.00085348,0.00085348
150,2941.67,0.92211,0.71946,1.17235,0.88675,0.71368,0.82574,0.61738,0.9002,0.68526,1.01442,0.00085249,0.00085249,0.00085249
151,2961.1,0.91333,0.69592,1.1733,0.85586,0.74706,0.83429,0.61957,0.92501,0.67911,1.03963,0.0008515,0.0008515,0.0008515
152,2980.44,0.91101,0.69275,1.16403,0.88043,0.72965,0.8379,0.6385,0.87736,0.67177,1.00947,0.00085051,0.00085051,0.00085051
153,2999.91,0.91939,0.70499,1.16471,0.8698,0.73682,0.83164,0.62066,0.91877,0.66968,1.01961,0.00084952,0.00084952,0.00084952
154,3019.34,0.91435,0.7074,1.18182,0.89394,0.70609,0.82294,0.61958,0.89331,0.6957,1.01501,0.00084853,0.00084853,0.00084853
155,3038.7,0.91232,0.69643,1.15866,0.88678,0.73528,0.83207,0.617,0.9253,0.66474,1.01839,0.00084754,0.00084754,0.00084754
156,3058.4,0.89734,0.70166,1.1586,0.91749,0.72862,0.84565,0.6345,0.90932,0.66188,1.02935,0.00084655,0.00084655,0.00084655
157,3078.05,0.90221,0.71546,1.17251,0.895,0.7332,0.83738,0.62906,0.907,0.66373,1.02974,0.00084556,0.00084556,0.00084556
158,3097.55,0.89149,0.70264,1.16559,0.87247,0.73118,0.8298,0.61661,0.93093,0.68593,1.02789,0.00084457,0.00084457,0.00084457
159,3117.09,0.9032,0.69998,1.16509,0.88492,0.73579,0.82982,0.61432,0.91669,0.66132,1.02672,0.00084358,0.00084358,0.00084358
160,3136.75,0.90321,0.69734,1.16456,0.88977,0.72326,0.82676,0.62499,0.90582,0.65869,1.0198,0.00084259,0.00084259,0.00084259
161,3156.38,0.88622,0.6995,1.16466,0.85262,0.72869,0.82443,0.62136,0.89158,0.68323,1.02943,0.0008416,0.0008416,0.0008416
162,3175.95,0.89308,0.68929,1.168,0.85021,0.74404,0.83236,0.62849,0.90748,0.65475,1.02216,0.00084061,0.00084061,0.00084061
163,3195.36,0.90618,0.69906,1.187,0.88748,0.73904,0.84125,0.63556,0.88014,0.64687,1.00562,0.00083962,0.00083962,0.00083962
164,3214.76,0.89145,0.69039,1.1643,0.88666,0.74508,0.83895,0.62744,0.90769,0.65375,1.02331,0.00083863,0.00083863,0.00083863
165,3234.12,0.87409,0.67757,1.15644,0.88585,0.74142,0.83963,0.62608,0.90391,0.65915,1.01074,0.00083764,0.00083764,0.00083764
166,3253.51,0.88187,0.68298,1.16426,0.88625,0.75474,0.84673,0.63754,0.87869,0.62876,1.02109,0.00083665,0.00083665,0.00083665
167,3273.01,0.88377,0.69364,1.15366,0.8736,0.75371,0.84219,0.62769,0.93075,0.66573,1.04039,0.00083566,0.00083566,0.00083566
168,3292.34,0.86617,0.68225,1.15897,0.89053,0.73835,0.83422,0.62605,0.8919,0.66858,1.00876,0.00083467,0.00083467,0.00083467
169,3311.91,0.88296,0.67203,1.15044,0.89169,0.73374,0.83512,0.61644,0.9372,0.66735,1.0397,0.00083368,0.00083368,0.00083368
170,3331.4,0.89727,0.68574,1.15831,0.8896,0.73374,0.83675,0.61503,0.91408,0.66767,1.0122,0.00083269,0.00083269,0.00083269
171,3350.91,0.87353,0.66578,1.15902,0.86678,0.73956,0.83104,0.62461,0.88212,0.66714,1.02146,0.0008317,0.0008317,0.0008317
172,3370.7,0.89443,0.68401,1.15902,0.90201,0.72555,0.83341,0.61996,0.92121,0.68147,1.02583,0.00083071,0.00083071,0.00083071
173,3390.19,0.87921,0.68996,1.15723,0.89858,0.73682,0.84101,0.62313,0.89812,0.65124,1.01337,0.00082972,0.00082972,0.00082972
174,3409.67,0.88308,0.66513,1.15748,0.8648,0.75064,0.83688,0.62519,0.90195,0.64917,1.00357,0.00082873,0.00082873,0.00082873
175,3429.17,0.87739,0.6764,1.14832,0.87999,0.75469,0.84552,0.63304,0.89039,0.63023,1.00368,0.00082774,0.00082774,0.00082774
176,3448.64,0.89896,0.68396,1.16264,0.88651,0.75934,0.84859,0.6315,0.89209,0.62903,0.99992,0.00082675,0.00082675,0.00082675
177,3468.06,0.90669,0.67769,1.15774,0.89367,0.73938,0.83969,0.6285,0.88244,0.64754,1.00859,0.00082576,0.00082576,0.00082576
178,3487.46,0.88267,0.68163,1.1545,0.88822,0.71992,0.82497,0.62822,0.86557,0.66569,1.0045,0.00082477,0.00082477,0.00082477
