epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
152,3205.64,0.88595,0.64703,1.0895,0.89218,0.72913,0.82858,0.6249,0.89043,0.66461,0.9948,0.00085051,0.00085051,0.00085051
153,3227.41,0.87328,0.63212,1.08081,0.89591,0.70507,0.81787,0.61356,0.89697,0.67606,1.01186,0.00084952,0.00084952,0.00084952
154,3249.2,0.87191,0.64215,1.09543,0.87068,0.72738,0.8174,0.61144,0.89957,0.66913,1.00354,0.00084853,0.00084853,0.00084853
155,3270.99,0.86657,0.63321,1.07392,0.9024,0.71486,0.82519,0.62463,0.88325,0.63843,0.99354,0.00084754,0.00084754,0.00084754
156,3292.87,0.86034,0.64539,1.08125,0.88253,0.72606,0.82743,0.62588,0.89657,0.64786,0.9956,0.00084655,0.00084655,0.00084655
157,3314.85,0.85812,0.65292,1.08391,0.87458,0.74091,0.83123,0.62223,0.90297,0.63851,1.00112,0.00084556,0.00084556,0.00084556
158,3336.6,0.85652,0.62424,1.07589,0.88638,0.73323,0.82884,0.62222,0.89923,0.64131,0.99935,0.00084457,0.00084457,0.00084457
159,3358.49,0.88832,0.64278,1.08304,0.88967,0.74296,0.83559,0.62149,0.90819,0.64151,0.99734,0.00084358,0.00084358,0.00084358
160,3380.24,0.87215,0.6239,1.07741,0.881,0.74706,0.83706,0.63151,0.89799,0.62602,0.99508,0.00084259,0.00084259,0.00084259
161,3402.17,0.8612,0.61998,1.08274,0.90591,0.71481,0.82464,0.62118,0.89645,0.63924,1.00782,0.0008416,0.0008416,0.0008416
162,3423.91,0.85792,0.62816,1.08088,0.88608,0.71286,0.81997,0.61778,0.90846,0.69288,1.01434,0.00084061,0.00084061,0.00084061
163,3446,0.86285,0.6398,1.0736,0.88808,0.73579,0.8295,0.61946,0.90753,0.64702,1.0039,0.00083962,0.00083962,0.00083962
164,3467.85,0.85784,0.63853,1.08625,0.88106,0.72453,0.8285,0.61995,0.88801,0.65277,0.99818,0.00083863,0.00083863,0.00083863
165,3489.64,0.84188,0.61846,1.06693,0.88972,0.73946,0.83234,0.62129,0.90303,0.64684,1.0006,0.00083764,0.00083764,0.00083764
166,3511.3,0.83511,0.61176,1.06633,0.90905,0.72657,0.83601,0.6254,0.91181,0.64283,1.00491,0.00083665,0.00083665,0.00083665
167,3533.33,0.8339,0.6225,1.06931,0.89578,0.73494,0.83878,0.63252,0.87342,0.62537,0.98967,0.00083566,0.00083566,0.00083566
168,3555.08,0.86316,0.62566,1.07751,0.89904,0.72504,0.8289,0.62561,0.8682,0.65655,0.99055,0.00083467,0.00083467,0.00083467
169,3576.8,0.85441,0.6234,1.06911,0.86761,0.75013,0.8346,0.61808,0.90624,0.64549,0.99725,0.00083368,0.00083368,0.00083368
170,3598.37,0.84296,0.60812,1.06596,0.87791,0.73272,0.82952,0.62537,0.87441,0.64195,0.98758,0.00083269,0.00083269,0.00083269
