epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,1345.15,1.11805,0.88783,1.19787,0.83911,0.70609,0.79908,0.56042,1.04892,0.80556,1.07567,0.00093466,0.00093466,0.00093466
68,1365.03,1.10517,0.89636,1.20308,0.8696,0.70302,0.80151,0.57038,1.00818,0.76072,1.07629,0.00093367,0.00093367,0.00093367
69,1384.94,1.11317,0.89435,1.19277,0.87806,0.68945,0.80392,0.5703,1.04333,0.80129,1.07252,0.00093268,0.00093268,0.00093268
70,1405.03,1.10974,0.8844,1.18707,0.86784,0.68255,0.79672,0.5661,1.00865,0.7715,1.071,0.00093169,0.00093169,0.00093169
71,1425.07,1.10516,0.87581,1.2008,0.84338,0.70865,0.79755,0.54496,1.1305,0.82277,1.11174,0.0009307,0.0009307,0.0009307
72,1445.04,1.10237,0.88022,1.1917,0.84511,0.70507,0.80088,0.57546,1.01979,0.7858,1.06559,0.00092971,0.00092971,0.00092971
73,1464.94,1.10214,0.87579,1.20078,0.85755,0.69176,0.80152,0.58755,0.97419,0.7568,1.06172,0.00092872,0.00092872,0.00092872
74,1484.83,1.09389,0.87829,1.18714,0.83323,0.72299,0.80843,0.57391,1.02845,0.76853,1.06959,0.00092773,0.00092773,0.00092773
75,1504.8,1.07796,0.85741,1.17351,0.84881,0.6938,0.79851,0.56532,1.01017,0.786,1.07216,0.00092674,0.00092674,0.00092674
76,1524.7,1.10536,0.86811,1.17919,0.86252,0.68612,0.80715,0.58005,1.00391,0.79586,1.06043,0.00092575,0.00092575,0.00092575
77,1544.5,1.08288,0.8605,1.19241,0.84357,0.72341,0.81126,0.56495,1.05352,0.7523,1.08138,0.00092476,0.00092476,0.00092476
78,1564.37,1.07938,0.85042,1.18521,0.85985,0.72253,0.81934,0.58329,1.00029,0.75828,1.05937,0.00092377,0.00092377,0.00092377
79,1584.16,1.06732,0.84124,1.17129,0.87389,0.71685,0.81672,0.5888,0.98075,0.73712,1.04752,0.00092278,0.00092278,0.00092278
80,1604.21,1.09751,0.85034,1.18635,0.86531,0.71052,0.81228,0.58238,1.01849,0.73798,1.06425,0.00092179,0.00092179,0.00092179
81,1624,1.04006,0.83674,1.16942,0.85101,0.72965,0.81806,0.59146,0.97469,0.72483,1.05149,0.0009208,0.0009208,0.0009208
82,1643.86,1.06009,0.85549,1.18317,0.85259,0.72862,0.81877,0.56917,1.0828,0.75673,1.08134,0.00091981,0.00091981,0.00091981
83,1663.81,1.08216,0.84354,1.18399,0.85203,0.7363,0.8171,0.58607,0.99186,0.72244,1.04432,0.00091882,0.00091882,0.00091882
84,1683.88,1.06737,0.84909,1.17682,0.82673,0.73221,0.80996,0.56979,1.02584,0.7709,1.07767,0.00091783,0.00091783,0.00091783
85,1703.85,1.06647,0.83917,1.16874,0.84727,0.72555,0.80996,0.58123,0.98988,0.75296,1.05227,0.00091684,0.00091684,0.00091684
86,1723.81,1.06748,0.83598,1.18326,0.83598,0.72401,0.80972,0.57202,1.02317,0.75449,1.06202,0.00091585,0.00091585,0.00091585
87,1743.74,1.0761,0.84417,1.18094,0.87053,0.68857,0.79518,0.57328,1.00405,0.77443,1.0641,0.00091486,0.00091486,0.00091486
88,1763.67,1.09627,0.8592,1.18683,0.85319,0.71224,0.81088,0.57882,1.01652,0.76181,1.06946,0.00091387,0.00091387,0.00091387
89,1783.55,1.06243,0.8451,1.18045,0.86977,0.70788,0.80886,0.59317,0.95297,0.75941,1.05337,0.00091288,0.00091288,0.00091288
90,1803.55,1.06703,0.83484,1.17048,0.88952,0.70499,0.81052,0.58865,0.98111,0.73311,1.04527,0.00091189,0.00091189,0.00091189
91,1823.4,1.04034,0.8267,1.16314,0.83844,0.72453,0.80608,0.57306,0.97492,0.7625,1.04942,0.0009109,0.0009109,0.0009109
92,1843.35,1.07169,0.843,1.17398,0.86297,0.71941,0.81624,0.59279,0.97399,0.71773,1.05695,0.00090991,0.00090991,0.00090991
93,1863.14,1.05175,0.83779,1.17142,0.8737,0.70841,0.81436,0.60015,0.95574,0.72295,1.05757,0.00090892,0.00090892,0.00090892
