epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,816.102,1.2146,0.97746,1.29584,0.82316,0.66462,0.75245,0.50042,1.20057,0.94947,1.14345,0.00095941,0.00095941,0.00095941
43,835.184,1.19559,0.99408,1.29389,0.82267,0.66155,0.74866,0.47644,1.29729,0.96481,1.18843,0.00095842,0.00095842,0.00095842
44,854.162,1.23131,0.97752,1.31698,0.8409,0.63594,0.75008,0.41991,1.55568,1.03352,1.30215,0.00095743,0.00095743,0.00095743
45,873.051,1.21519,0.98747,1.31156,0.71786,0.7048,0.73991,0.47146,1.28817,0.97785,1.19131,0.00095644,0.00095644,0.00095644
46,892.065,1.17227,0.94946,1.28484,0.70805,0.65028,0.69282,0.4337,1.36957,1.13169,1.23404,0.00095545,0.00095545,0.00095545
47,911.15,1.19324,0.93882,1.29358,0.82671,0.64823,0.74286,0.49748,1.2435,0.95406,1.18725,0.00095446,0.00095446,0.00095446
48,930.184,1.19088,0.95396,1.28152,0.83211,0.64567,0.74228,0.47247,1.33899,0.96082,1.19495,0.00095347,0.00095347,0.00095347
49,949.29,1.19899,0.95572,1.2928,0.80675,0.65745,0.7388,0.46481,1.32699,0.97986,1.21467,0.00095248,0.00095248,0.00095248
50,968.506,1.19622,0.95762,1.28419,0.7244,0.70389,0.72808,0.46544,1.28371,1.00701,1.1923,0.00095149,0.00095149,0.00095149
51,987.784,1.16229,0.93212,1.2741,0.83008,0.70456,0.77561,0.5343,1.12662,0.87728,1.1248,0.0009505,0.0009505,0.0009505
52,1007.01,1.18651,0.94492,1.27734,0.76939,0.70725,0.75742,0.51469,1.16676,0.913,1.13323,0.00094951,0.00094951,0.00094951
53,1026.03,1.17518,0.94419,1.27869,0.86063,0.67025,0.76401,0.51558,1.18729,0.88482,1.16067,0.00094852,0.00094852,0.00094852
54,1045.03,1.15664,0.92166,1.27217,0.81947,0.69739,0.77253,0.52288,1.16528,0.8739,1.12727,0.00094753,0.00094753,0.00094753
55,1064,1.15897,0.94653,1.26639,0.83816,0.67537,0.77595,0.55042,1.05355,0.84597,1.09406,0.00094654,0.00094654,0.00094654
56,1083.09,1.14685,0.91056,1.25675,0.8028,0.7107,0.77259,0.52225,1.1289,0.89814,1.10563,0.00094555,0.00094555,0.00094555
57,1102.09,1.17455,0.92996,1.27729,0.82001,0.70251,0.76889,0.53185,1.14741,0.86241,1.1353,0.00094456,0.00094456,0.00094456
58,1121.01,1.15427,0.9305,1.26838,0.85551,0.6791,0.78037,0.54082,1.12938,0.84607,1.14458,0.00094357,0.00094357,0.00094357
59,1140.17,1.13477,0.9072,1.24994,0.80306,0.72145,0.78317,0.51113,1.23223,0.8849,1.14962,0.00094258,0.00094258,0.00094258
60,1159.81,1.13308,0.90179,1.26163,0.82816,0.69073,0.76791,0.49928,1.23986,0.9377,1.17936,0.00094159,0.00094159,0.00094159
